source,target,length,voltage_kV,capacity_MW,reactance
1159,1166,130.049392611455,345,15019.165940436327,4.370489984842008e-05
1159,1170,166.48850004401683,345,16417.634276653647,5.595076666045514e-05
1159,1322,45.08071670469419,138,1839.3517312835625,9.468749570404157e-05
1159,1416,80.85141622917006,230,5083.851578042087,6.113528637366357e-05
1159,1506,147.2358577457055,345,13068.989109838192,4.9480649525966975e-05
1158,1505,69.87891708667011,230,5721.762206052604,5.2838500632642815e-05
1158,1684,47.12992011070787,138,2715.5455372953206,9.899164064420893e-05
1158,1770,36.14609283002806,138,2541.238077349539,7.592121997485415e-05
1158,1905,31.730562805125192,138,1511.0629648466097,6.664684479127324e-05
1160,1956,33.08371059631936,138,1726.5013557991228,6.94889951613513e-05
1160,2092,47.15346137985334,138,2037.5499016865838,9.904108670416581e-05
1161,1260,27.989453990365696,138,1684.6621356379173,5.8789023294193854e-05
1161,1501,37.97009198027968,138,2843.504916090823,7.975234610434716e-05
1163,1162,70.81213183576463,230,5389.335719857365,5.354414505539859e-05
1163,1299,39.21056742720383,138,2086.8551953147457,8.23578395866495e-05
1162,1241,23.370973147092126,138,1468.6638442699748,4.908837039926933e-05
1162,1517,67.02983351099189,230,7157.449199803848,5.0684184129294444e-05
1162,1641,23.484869076258523,138,1474.2070060990209,4.9327597303630585e-05
1165,1166,109.49707778896851,230,4915.134271911439,8.279552195763214e-05
1165,1777,48.54469633195775,138,2065.153129914245,0.00010196323531182052
1165,1853,48.25495171747766,138,2517.981627412986,0.00010135465599134144
1165,2015,29.92036781279589,138,1893.6207603230253,6.284471290232281e-05
1166,1167,173.67109008510218,345,14120.040495238514,5.8364575537946544e-05
1166,1168,26.02591141611385,138,1614.6572139247414,5.46648002858934e-05
1166,1413,61.10606361943874,230,7422.044547610216,4.620496303927315e-05
1166,1438,103.66006098379158,230,6415.7153781287525,7.838189866449268e-05
1166,1525,119.61846051532768,230,7052.416257547435,9.044874141045572e-05
1166,1646,147.28467748149663,345,14438.331936554438,4.949705607443701e-05
1167,1244,243.24808818635222,345,14563.967162794443,8.174688953962687e-05
1167,1541,77.88788676841428,230,7814.17828109828,5.889443233906562e-05
1170,1152,59.38754608475837,230,4603.647973495144,4.4905516888286104e-05
1170,1169,42.70462479311698,138,1487.6877936495384,8.969675444889094e-05
1170,1171,43.338680528365074,138,2229.956845236623,9.102852452922722e-05
1170,1175,51.809211744187074,230,7261.6020165357,3.917520736800535e-05
1170,1201,52.63654179129382,230,4681.647470047937,3.980078774388947e-05
1170,1309,103.32428769989093,230,5913.136090352962,7.812800582222377e-05
1170,1484,85.55305910637671,230,5598.814074760068,6.46904038611544e-05
1170,1486,107.35118446802537,230,6565.232697529131,8.117291831230653e-05
1170,1531,60.249742231031114,230,4120.003909250866,4.555746104425793e-05
1152,1357,55.33725175262137,230,5915.925350956226,4.1842912478352646e-05
1152,1484,39.080056412759895,138,2173.3763356624654,8.208371437252655e-05
1169,1403,39.93427124837136,138,2178.689693503137,8.387790642380038e-05
1171,1403,38.517182758458766,138,2786.2257651320615,8.090145506922655e-05
1175,1201,16.100871736778796,138,1828.290975221786,3.381825611589749e-05
1175,1467,54.027326648657976,230,4416.345137071186,4.085242090635764e-05
1176,1064,27.238670450376198,138,2058.933936344609,5.721207824065574e-05
1176,1504,75.69805923201598,230,7216.999138249786,5.723860811494592e-05
1177,1178,88.65989177341056,230,6822.088573566336,6.703961570768284e-05
1177,1265,30.26570573730778,138,2508.4500971212897,6.357006035981471e-05
1177,1387,63.58390643636976,230,5349.523379427455,4.807856819385238e-05
1178,1340,192.94322234456672,345,10507.73178938576,6.484124254385774e-05
1183,488,20.596794630293807,138,2183.14082029581,4.3261488406414214e-05
1183,1467,20.415843071815477,138,1991.042380433582,4.2881417920217345e-05
488,1201,21.69911380365782,138,1844.092337049793,4.557679857941151e-05
1184,1174,69.80648777429795,230,4095.492829323697,5.2783733666765936e-05
1184,2447,70.91842788113816,230,7788.339348319949,5.362452013696648e-05
1174,1518,67.17335757688231,230,6068.858909439186,5.079270894282216e-05
1187,1129,37.72773364597585,138,2648.6994927462115,7.924329688295705e-05
1187,1469,38.88910135164482,138,2477.4969288659026,8.168263253863645e-05
1129,1226,42.005877994026044,138,2493.351763352949,8.822910731784508e-05
1189,1117,44.6556616454062,138,2769.8368047625254,9.379471045033856e-05
1189,1188,33.657536902353684,138,2836.417176196735,7.069425940422954e-05
1189,1234,29.989769530211376,138,2189.5007996560844,6.299048420544292e-05
1117,1436,74.83355779494919,230,7785.360882101114,5.6584920827938896e-05
1117,1461,62.54399857068697,230,6209.303314989192,4.729224844664422e-05
1117,1463,57.984265957338806,230,7886.058502109354,4.3844435506494375e-05
1117,1584,34.78583553744396,138,2721.1999926385906,7.30641368146271e-05
1117,2195,69.5049492032934,230,7041.684405096519,5.255572718585513e-05
1190,1182,39.40371001924049,138,1986.581331343969,8.276351610846564e-05
1190,1191,45.357724560961024,138,2153.3535661011992,9.526932274934052e-05
1190,1845,23.850911694696304,138,2719.091598528221,5.009643288110964e-05
1182,1398,34.98469111968844,138,2987.5934497376275,7.348181289579593e-05
1191,1192,77.9082802380569,230,6720.105377420196,5.89098527319901e-05
1191,1246,45.726102168067136,138,2608.3114498293016,9.60430627348606e-05
1191,1407,64.81221647387775,230,4152.85300717641,4.900734705019112e-05
1192,1330,120.4093710171186,345,13575.500221575636,4.046523705679264e-05
1193,1528,31.879830067458002,138,1457.8457875967536,6.696036561112792e-05
1195,1194,22.93349031028631,138,1811.7363626448882,4.816948185315335e-05
1195,1416,36.65185134747217,138,1948.1636344469487,7.698351469748407e-05
1195,1452,62.17600224357395,230,5570.415987976466,4.701399035430923e-05
1195,1521,60.379274588389045,230,5741.964139262471,4.565540611598416e-05
1194,1678,23.095715110582777,138,2224.690341577425,4.8510218673771854e-05
1196,1197,30.14673717959043,138,2240.225566534562,6.332017891113302e-05
1200,1199,26.23285049640066,138,2506.0806704297256,5.509945493887977e-05
1200,1892,26.821678436197864,138,2565.423394892707,5.6336228599449406e-05
1199,1348,45.0318555475843,138,2032.9993897693016,9.458486777480423e-05
1199,1891,44.522480746647624,138,1495.0566634042666,9.351497741366861e-05
1201,1309,50.93137666140584,230,5599.983845508126,3.851143792922938e-05
1203,1202,26.86457884434453,138,2427.153508506428,5.642633657707315e-05
1203,1364,24.432384891723036,138,2347.2395101086186,5.131775864676126e-05
1202,1204,38.5381548458148,138,1588.0929892036213,8.094550482212729e-05
1204,1253,114.18163640842606,230,4437.7572626479505,8.633772129181555e-05
1204,1488,110.96396449356693,230,5524.718354042417,8.39046990499561e-05
1207,1206,57.51721148565185,230,7098.5666829449565,4.349127522544563e-05
1206,1359,39.21253627691151,138,2685.9547342715578,8.236197495675596e-05
1206,1705,41.7985815810873,138,2887.0756091846906,8.779370212368682e-05
1206,1866,20.91091575695567,138,2597.948591200121,4.392126813055172e-05
1206,1989,22.22856903295617,138,2448.2134046041165,4.668886585372016e-05
1206,2037,49.459254317877644,138,1768.7848947223147,0.00010388417206023449
1208,1441,59.03592418620454,230,5246.322537887789,4.4639640216411756e-05
1208,1794,19.658200533258363,138,1902.5529484219874,4.129006623242672e-05
1210,1109,47.08993794763056,138,1904.3739297452123,9.890766214583189e-05
1210,1211,19.990797386222585,138,2665.3346051735803,4.198865235501488e-05
1210,1536,40.8175764730882,138,2878.085613285571,8.57331999014665e-05
1210,2076,27.9244031667161,138,1581.253533467044,5.865239060431863e-05
1109,1471,29.70165828064318,138,2727.3558521221044,6.238533560311526e-05
1109,1495,46.34585353539281,138,1804.183361410028,9.734478793403236e-05
1213,1212,38.986830216638495,138,2776.4928770073125,8.188790215635054e-05
1213,1346,44.63925373281456,138,2124.5450238633275,9.376024728589488e-05
1212,1770,38.21982898269556,138,2921.518973277057,8.027689347342063e-05
1214,1774,38.032178825926884,138,2363.7914890701104,7.988275325756539e-05
1216,1215,30.963930800090758,138,2560.029080102653,6.503661163640151e-05
1216,1512,126.18243625135553,345,11978.87125450992,4.240535559801908e-05
1217,1425,34.02254847182677,138,1474.2762306739137,7.146092936741602e-05
1220,1251,25.439034336586165,138,1635.673300824499,5.343212421043093e-05
1221,1292,49.615046454152434,138,2446.2743756112495,0.00010421139771928678
1222,1144,22.061610001158165,138,2842.7710881439943,4.63381852576311e-05
1222,1254,24.604264331267796,138,2893.3689244880416,5.167877406273429e-05
1223,1524,32.24569979070393,138,2984.463128963621,6.77288380397058e-05
1224,1077,20.96565994867091,138,1444.91304587263,4.403625278023716e-05
1224,1082,49.912699683926164,138,2245.822346552236,0.00010483658828801967
1224,1225,80.64776084358506,230,6819.262865836143,6.098129364354259e-05
1224,1262,27.699252848856727,138,1967.1814092498958,5.817948508476523e-05
1224,1432,56.22738449320305,230,6817.878792489019,4.2515980713197015e-05
1224,1594,63.62966914781582,230,5798.88420626829,4.811317137831064e-05
1224,1647,30.80073200357744,138,2447.5772835412768,6.469382903502928e-05
1224,1727,52.603289579231564,230,4523.843088582788,3.977564429431499e-05
1224,1746,22.763280542094567,138,1967.8790274799499,4.781197341334712e-05
1224,1799,36.83039370833953,138,2691.2001328552988,7.735852490724538e-05
1224,2194,52.17697885129986,230,4646.107930013485,3.945329213708874e-05
1082,1510,21.177504005942346,138,1830.1881289142507,4.448120984234897e-05
1082,1728,39.44228070373716,138,2616.206451518944,8.284452993853637e-05
1082,1750,35.87909027069947,138,1640.076339329772,7.536040804599762e-05
1225,1326,83.22184760400974,230,7327.476050647629,6.292767304651021e-05
1226,1709,39.87984593274779,138,1719.1087750106394,8.376359154116317e-05
1227,1231,74.63570429598563,230,4493.0360579204225,5.6435315157645096e-05
1228,1231,74.9729935497643,230,5886.571646021728,5.669035429093709e-05
1230,1231,90.27090366421791,230,7688.072834252327,6.825777214685665e-05
1230,1402,70.32363442481773,230,5958.780829942209,5.3174770831620216e-05
1231,1488,137.38005332152005,345,10964.494680263051,4.616846992531655e-05
1234,1233,29.178823815234527,138,2551.363351233574,6.128717457516178e-05
1234,1461,27.766778155963657,138,2032.9716529080395,5.832131517740738e-05
1236,1235,26.023330922318483,138,1479.1904876832464,5.465938021911045e-05
1236,1237,18.902168189072974,138,2334.4405660803495,3.970209659540637e-05
1235,1577,36.49901343461222,138,2686.8542505799746,7.666249408656212e-05
1235,1723,30.63533863460609,138,2992.954842447147,6.434643695569438e-05
1235,1902,31.1336379772683,138,2685.9957086179966,6.539306443450598e-05
1237,1334,124.17511241720887,345,14362.823296276028,4.173076661783957e-05
1237,1810,121.37297384421704,345,16333.3441983583,4.0789069134792535e-05
1239,1232,40.73779690781774,138,1563.746016350108,8.556563097630275e-05
1239,1238,29.10574941295971,138,2603.3874393782417,6.113368916815734e-05
1239,1329,34.64147851447587,138,1682.821762228838,7.276092945699615e-05
1239,1483,22.13643029809678,138,2821.805629195935,4.649533774017387e-05
1232,1246,41.93065390823862,138,2099.7815344914675,8.807110671757743e-05
1238,1532,32.74178364574524,138,1873.5981130032487,6.877081211036597e-05
1241,1355,23.119635314392347,138,1512.5492497329542,4.8560460647747e-05
1242,1133,46.88977652980874,138,2036.8124983479033,9.848724328882323e-05
1242,1291,33.64360810506509,138,2218.4780831954977,7.066500337127723e-05
1242,1725,43.75488581290094,138,2215.1306788563084,9.190272172421956e-05
1242,1726,20.018182776408477,138,1615.845531581272,4.2046172603252414e-05
1242,1995,42.520908167701464,138,1966.7612659602623,8.931087621865461e-05
1133,1323,45.93969022102008,138,2356.4284324428463,9.649168288389011e-05
1133,1609,25.204573294225902,138,2153.1013851473963,5.29396624537406e-05
1243,1123,154.07097513900587,345,10717.52727155489,5.1777685406933286e-05
1243,1131,210.27531836582727,345,11242.400845474784,7.066593349828264e-05
1243,1267,246.67253831624575,345,10084.240893496119,8.289772344171249e-05
1243,1308,203.5274653980578,345,13079.883688053946,6.839822403631433e-05
1243,1383,109.91470931293601,230,5294.384138396431,8.311131138974367e-05
1243,1423,79.33373897998817,230,5173.834431587904,5.9987704332694266e-05
1123,1313,115.7337866970252,230,5422.745534214636,8.751136990323266e-05
1123,1459,116.03169184114917,230,5570.263967055062,8.773662899141715e-05
1131,1308,81.25124651000263,230,5743.811833649871,6.143761550850861e-05
1131,1330,119.2067394244876,230,4472.268221422862,9.013742111492446e-05
1131,2557,237.63630536821958,345,13526.238988570465,7.986097218843758e-05
1244,1267,233.9639526801983,345,10015.374173651267,7.862682719771419e-05
1244,1306,73.64061928979433,230,7085.5973459924935,5.5682887931791556e-05
1244,1365,110.92546692158709,230,6294.518111866075,8.387558935469724e-05
1244,1507,154.23838832478756,345,11752.402374756173,5.1833946927044755e-05
1247,1218,52.01620079331026,230,7817.572602325323,3.933172082669963e-05
1247,1384,41.351138798325984,138,1589.3365014888395,8.685389371629066e-05
1218,1385,64.17506919859927,230,7781.616831579913,4.85255721728539e-05
1218,1450,95.75843029332722,230,6879.191309547823,7.240713065658013e-05
1218,1687,50.71771138270712,230,6672.979799998195,3.834987628182014e-05
1248,1913,53.64333969180151,230,7859.872204837062,4.0562071600606055e-05
1249,1256,62.621297976929625,230,5515.538237348703,4.73506979031604e-05
1251,1389,22.45917191033752,138,2316.6203910766653,4.71732239242544e-05
1251,1420,19.167628881429255,138,2806.2533342853794,4.025966998829921e-05
1253,1252,45.67915407415063,138,2396.7734792432893,9.594445300178666e-05
1253,1304,123.20648126054182,345,12670.599045304185,4.1405244700035057e-05
1252,1297,92.76873005047018,230,5127.962556154553,7.014648775082812e-05
1252,1343,92.08153856474205,230,4098.72787758478,6.962687226067452e-05
1252,1349,63.28891963445181,230,6077.853809285325,4.785551579164598e-05
1254,1229,28.16567400845393,138,2688.4782708422877,5.9159155657328146e-05
1229,1478,43.59081714080715,138,1582.0644767206222,9.155811203698202e-05
1229,1524,47.986931777478745,138,2427.4781167391097,0.0001007917071570652
1256,1326,56.89231547965751,230,5258.238233487049,4.301876406779396e-05
1256,1763,38.645277180025424,138,1561.9111894535456,8.117050447390343e-05
1257,1258,54.59171931392613,230,5273.055003626378,4.127918284606891e-05
1257,1292,56.06825887354084,230,6649.265154705517,4.239565888358476e-05
1257,1353,146.0354293195908,345,16877.855078548328,4.907722892487824e-05
1257,1402,103.69313768375473,230,7992.597984615167,7.84069094017049e-05
1257,1992,43.88848274874496,138,2345.631567404688,9.218332860479933e-05
1258,1488,55.95694260663104,230,4505.421042085067,4.231148779329379e-05
1260,1259,28.987761509101084,138,1797.2403046911923,6.0885867483934225e-05
1263,1261,24.920069016327094,138,2111.8966893037796,5.234208993137386e-05
1263,1432,29.18932729622422,138,2545.524758036542,6.130923607692548e-05
1267,1266,27.770567983388492,138,2841.322227349149,5.832927532742804e-05
1267,1313,89.23715198920239,230,4866.4069716463355,6.747610736423622e-05
1267,1459,22.32648782976161,138,2891.257317804848,4.689453440403615e-05
1269,1268,84.46964694648203,230,4453.6430905667185,6.387118861737772e-05
1269,1373,144.020480404315,345,15876.237658622227,4.840007743056165e-05
1268,1410,61.03682594384806,230,6430.1058472490695,4.615260940933691e-05
1268,1472,34.94060289843313,138,2044.4054964232612,7.338921003661652e-05
1268,1776,84.30625424100978,230,7231.567748462303,6.374764025785239e-05
1268,2182,32.43752369436977,138,2174.179198368141,6.813174478968656e-05
1271,1270,29.256024540682596,138,1919.469489833207,6.144932690754589e-05
1271,1634,38.0459314640498,138,1602.2949406509424,7.991163928596892e-05
1273,1272,80.35039577854005,230,6071.807618488172,6.07564429327335e-05
1273,1361,83.75916080439485,230,7262.660471834326,6.333395902033638e-05
1272,1274,32.168551947179736,138,2479.412454739393,6.756679678046573e-05
1272,1569,25.896074735389938,138,2032.3514852815729,5.439209144169279e-05
1272,1586,49.25878682815669,138,1824.9165747196143,0.00010346311033009176
1272,1626,36.07148157751928,138,2829.2841669810673,7.57645065690386e-05
1272,1928,54.83221513800271,230,5700.2876261919355,4.1461032240455736e-05
1274,1450,38.75845057203647,138,2485.768334103822,8.140821376189134e-05
1275,1307,50.953902286684546,230,4530.986647014373,3.8528470538135766e-05
1276,1277,55.89754991574681,230,7422.655776939687,4.226657838619797e-05
1276,1278,26.952845420033178,138,1848.6735015964114,5.6611731611075776e-05
1276,1352,39.689863640719416,138,2593.927219910011,8.336455291056378e-05
1276,1466,52.592984297775686,230,7873.858588687608,3.976785202100241e-05
1276,1489,34.59038374401933,138,1403.7420586075896,7.265361004834976e-05
1277,2203,59.37597663209769,230,4909.11516566982,4.489676871992264e-05
1278,1279,39.239627575513445,138,1588.5607191882941,8.241887749530234e-05
1278,1435,39.285242710123406,138,1644.314576139664,8.251468748188071e-05
1278,1489,37.26906634595106,138,2392.1920006786686,7.82799125098741e-05
1278,2120,30.384610093639452,138,2730.801916624956,6.381980695996525e-05
1279,1309,70.45450054421929,230,4680.0750521547725,5.3273724419069405e-05
1279,1463,72.01452323082614,230,5239.003359324748,5.44533256943865e-05
1280,1281,109.36088928048505,230,6001.378525114158,8.269254387938379e-05
1280,1523,55.72636882216637,230,6556.584731768597,4.213714088632618e-05
1280,1786,106.99359935397344,230,7202.891687872806,8.090253259279656e-05
1281,1313,107.5959291930717,230,4409.486775152763,8.135798048625459e-05
1283,1282,34.612942626332675,138,2348.49621156621,7.270099270391236e-05
1283,1377,69.70224582616896,230,5847.033023486138,5.270491177782152e-05
1282,1701,34.10557410378696,138,2991.178363463719,7.163531632805494e-05
1285,2141,31.562008028165582,138,2465.4826880252303,6.62928124935215e-05
1289,1250,47.45215794903322,138,1429.135928526773,9.966846870202315e-05
1289,1287,21.946424291214363,138,1797.5901726574448,4.609624929891695e-05
1289,1288,56.62831139935917,230,6174.698540821335,4.281913905433586e-05
1289,1353,93.67672473699436,230,7385.601732506619,7.083306218298251e-05
1289,1934,59.57086201763434,230,7058.132751354924,4.5044130070044875e-05
1250,1501,42.10035655796758,138,2134.5392260522735,8.84275500062331e-05
1288,1801,50.66093411893839,230,5132.846942248727,3.8306944513374964e-05
1290,1205,23.43124101981798,138,2575.7547932584544,4.9214956983444603e-05
1290,1409,26.46252319140602,138,2971.4544289678943,5.5581859255211134e-05
1205,1449,60.35635101343114,230,4708.444661341498,4.563807259994793e-05
1205,2086,59.79838193036661,230,4853.518717520789,4.52161678112413e-05
1291,1803,31.361130134733724,138,2565.6123712978206,6.587088875180366e-05
1291,1994,33.58058801142413,138,2500.576424970107,7.05326360248354e-05
1294,1293,29.691531933738396,138,2944.010741625659,6.236406623343498e-05
1294,1304,127.39464300325373,345,12993.677426082413,4.28127344686423e-05
1294,1306,125.94424802022999,345,15321.66850818776,4.232530914353455e-05
1295,1083,34.49307317552596,138,2072.2473392276192,7.244921902021834e-05
1083,1446,55.198058453345205,230,4002.489420589763,4.173766234657482e-05
1083,1503,34.97697428128676,138,2325.40737548767,7.346560445554874e-05
1297,1296,42.86863013304832,138,2065.8598061915422,9.0041231113313e-05
1296,1350,42.54650644519943,138,2451.1986474832675,8.936464281705404e-05
1296,1426,26.02411442044096,138,2298.1668510215472,5.46610258778428e-05
1296,1629,31.846778408889435,138,2439.3923903485775,6.689094393801603e-05
1299,1298,35.35125806774771,138,2204.5011660173477,7.425174977472738e-05
1299,1329,40.673207347717344,138,2395.6826316693364,8.542996712395998e-05
1299,1805,30.236372506135666,138,1535.8190927241508,6.350844886816985e-05
1298,1302,36.81956008019916,138,2621.2233323190403,7.733576996471153e-05
1298,1532,20.415592827415022,138,2515.6292767721343,4.288089230710989e-05
1298,1562,32.16733178444409,138,1989.5498933416263,6.756423395178342e-05
1298,1805,20.229036115685254,138,2577.7155356285257,4.248904876220385e-05
1298,2158,19.576451509265077,138,1976.2805184318697,4.111836065798168e-05
1300,1286,42.38177791179249,138,2713.945822751802,8.901864715772419e-05
1300,1301,76.1337821884214,230,7738.828748190019,5.756807726912772e-05
1300,1807,63.37227821231138,230,4112.090825647154,4.791854685240937e-05
1286,1535,75.96271097216119,230,4789.479628381526,5.74387228522958e-05
1286,1800,59.908039737939156,230,7160.86749558251,4.5299084868006924e-05
1301,1140,77.89465294778911,230,7203.736224729696,5.88995485427517e-05
1140,1332,30.205111114678992,138,2861.9429143164666,6.344278747044526e-05
1140,1345,50.233674772216176,230,7458.033702700237,3.7983875064057604e-05
1140,1361,62.030073319500495,230,7205.154781885257,4.690364712249565e-05
1140,1458,47.78798427757856,138,1766.1781541912446,0.00010037383801213727
1140,1486,108.72428845121671,230,7054.038294737362,8.221118219373664e-05
1140,1619,74.50160273883108,230,4419.557971396339,5.6333915114428046e-05
1140,1620,38.67580377491067,138,2799.0458408912514,8.123462250558847e-05
1302,1398,33.7964938536084,138,2191.7631300965345,7.098612445622433e-05
1304,1303,27.059404517099143,138,2259.003448239265,5.683554824007381e-05
1306,1305,21.872290396961183,138,1756.4273742002272,4.594053853594031e-05
1306,1433,50.97023956778103,230,7123.7930950112195,3.854082386977772e-05
1307,1308,26.46615996452831,138,2724.3785398838727,5.558949793011617e-05
1307,1812,28.03110468231312,138,1541.3218230182654,5.887650636906768e-05
1307,2060,46.3757480610125,138,1631.6717151817645,9.740757836801617e-05
1308,1476,182.249367500627,345,15107.444353492265,6.124742449086393e-05
1308,2594,240.53490579809696,345,12645.312295520289,8.083508701469336e-05
1309,1209,34.18911335995849,138,2579.08532725751,7.181078210451268e-05
1309,1310,47.77735572202479,138,1655.7807300993995,0.00010035151380387479
1309,1316,37.0171555409719,138,2268.498521236716,7.775079928790568e-05
1309,1436,86.41144222429794,230,4678.673384608446,6.533946481988503e-05
1309,1814,54.088160067321475,230,7583.5488368491315,4.089841971064006e-05
1309,2138,39.69662064259512,138,2924.792908727274,8.337874531105886e-05
1309,2139,50.652027743120065,230,4277.400190934467,3.830021001370137e-05
1309,2185,34.20916881792065,138,2489.322897884504,7.185290656988164e-05
1209,1467,38.93439371351894,138,2856.664425993473,8.177776457365877e-05
1209,1679,44.423792667929675,138,2671.5794497429342,9.330769306433454e-05
1310,1540,48.637549586348364,138,2906.682977326771,0.00010215826420152986
1311,1089,31.744051757217452,138,1748.5217931352718,6.667517697378167e-05
1311,1312,50.32505707817195,230,6258.926460512304,3.805297321600904e-05
1311,1446,37.3538649916564,138,2251.991661736111,7.845802350694476e-05
1311,2036,30.860400872887364,138,2173.4460537132495,6.481915747298333e-05
1311,2191,28.715227346773815,138,2494.461703488936,6.0313436981251446e-05
1311,2192,50.94526784520541,230,7097.71179079534,3.852194165989067e-05
1089,1446,32.78635630829683,138,1748.9741961075176,6.886443248959637e-05
1089,1556,46.302187343234515,138,1697.7163702003952,9.725307150437832e-05
1312,1447,52.28237776513252,230,5885.015055280133,3.953298885832327e-05
1313,1373,151.3650608411948,345,15855.611267512695,5.086832542447211e-05
1313,1443,36.156771454644584,138,2340.580653706657,7.594364934812977e-05
1314,1315,56.989047674136444,230,7673.515439527251,4.309190750407293e-05
1314,1912,46.54275769007675,138,2127.5456466610367,9.775836523855649e-05
1315,1816,53.716743441249385,230,4228.362388843226,4.061757538090691e-05
1316,1467,33.844062131057996,138,1937.0943224334706,7.108603682221801e-05
1316,1817,43.54585528340086,138,1853.0682204703062,9.146367419323852e-05
1317,1406,101.88761827465086,230,6506.953470957895,7.704167733432958e-05
1317,1819,37.39869010574702,138,2201.6548269537197,7.855217413515442e-05
1319,1318,26.961350937458498,138,2990.5477850123793,5.662959659201532e-05
1319,1332,31.671570539681163,138,1603.0003248163623,6.652293749145381e-05
1319,1458,18.633821741102988,138,2086.5176528099364,3.913846196408945e-05
1322,1416,37.45169537490139,138,1564.9925725529642,7.866350635350008e-05
1323,1324,62.80106217959128,230,4341.520928305945,4.748662546660966e-05
1323,1338,78.85944905006255,230,6894.580384682827,5.962907300571839e-05
1323,1374,71.97151264084697,230,4291.751436679678,5.442080350914705e-05
1323,2097,43.752180418637465,138,1460.285230572896,9.189703931660884e-05
1323,2098,60.54456057781661,230,5489.291255602466,4.578038607018269e-05
1324,1365,63.933100971156506,230,5618.880634508554,4.834260942998602e-05
1326,1157,66.50841886558442,230,7010.0001133144215,5.028991974713378e-05
1326,1325,46.066873843725354,138,1426.955569629897,9.675881924748026e-05
1326,1327,56.5099525782599,230,5795.53018988564,4.272964278129293e-05
1326,1328,23.469583443983367,138,2839.2279748545684,4.929549137572646e-05
1326,1424,108.36611274907156,230,5583.668959725286,8.194034990478001e-05
1326,1579,54.92537383114658,230,6812.738956647756,4.153147359633012e-05
1326,1580,99.56405013136117,230,5959.3077058952995,7.528472599724852e-05
1326,1821,116.42042923541418,230,6031.632461435712,8.803057031033209e-05
1157,1736,67.14819701499805,230,7263.152539872571,5.077368394328775e-05
1157,1749,42.75878439884016,138,2648.3409952563634,8.981051123469894e-05
1325,1822,29.713066569888074,138,1646.5203998359561,6.240929756330198e-05
1325,1881,36.557066085146964,138,2025.6741639386378,7.678442782009444e-05
1327,1433,57.854764357712185,230,6374.815487722922,4.37465136920319e-05
1327,1459,78.44559848885477,230,5142.560039747017,5.931614252465389e-05
1329,1330,31.18288385998003,138,1537.0885561247,6.549650044104186e-05
1329,1483,23.004694077279048,138,2508.686519531277,4.8319038179540105e-05
1331,1634,48.049339693046946,138,2905.5206717728997,0.00010092278868524878
1332,1345,28.044819728201084,138,2063.7280810819348,5.890531343877564e-05
1334,1080,30.06102443128799,138,2576.3679936847343,6.31401479338122e-05
1334,1333,31.925576269881336,138,2441.528818634204,6.705645089242037e-05
1334,1369,80.02536841062647,230,6063.14101916654,6.051067554678751e-05
1334,1391,81.78579976080933,230,7222.944618144527,6.1841814563939e-05
1334,1396,32.64180881795152,138,1608.9685694607033,6.856082507446235e-05
1334,1438,105.60760961803858,230,4263.754971739143,7.985452523103106e-05
1334,1502,49.101430986385836,138,1795.707328220361,0.0001031326002654607
1334,1506,43.51875735051509,138,2977.5984849490555,9.140675772004849e-05
1334,1515,24.033727616250108,138,2230.1949307923423,5.048041927378724e-05
1080,1559,26.767417362205624,138,2317.130634232633,5.622225868978287e-05
1333,1346,56.543626629293975,230,4361.64451095109,4.275510520173458e-05
1333,1631,46.88986196306835,138,1937.5555834314346,9.848742273276276e-05
1333,1677,60.59189668416233,230,4761.060789488204,4.58161789672305e-05
1333,2016,42.95764057762597,138,1437.8537591436857,9.022818856884262e-05
1335,1151,30.090009085066598,138,1538.876805351705,6.320102727382188e-05
1335,1356,21.371541996114775,138,2356.9277459247587,4.488876705758196e-05
1335,1558,17.72633629842638,138,2197.3072501091146,3.72323803789674e-05
1151,1356,13.999038778948234,138,1733.8419157014646,2.9403568113732903e-05
1151,1473,31.02985919059562,138,2246.093630559606,6.51750875668885e-05
1151,1489,41.819609232035994,138,2810.0696340132777,8.783786858230622e-05
1151,1530,33.955509291767484,138,2013.9674820276252,7.132012033557548e-05
1337,1336,28.599425248245886,138,1429.9631277250746,6.007020636052486e-05
1337,1663,29.961647155309905,138,1878.1479694201028,6.293141599518989e-05
1337,1997,42.40407617934866,138,2171.068934259186,8.906548241829165e-05
1338,1831,67.8791834875294,230,7767.719856439842,5.132641473537196e-05
1340,1339,63.66310123373205,230,4668.470583725154,4.813845083836072e-05
1340,1540,119.60422109393171,230,4606.6034981997545,9.043797436214118e-05
1339,1341,33.92684210891411,138,2921.2033913271493,7.125990781120376e-05
1339,1462,63.487653387253886,230,6664.449036951873,4.80057870603054e-05
1341,1448,28.388855564008043,138,2517.067382269846,5.9627925990355056e-05
1343,1342,44.11244432291762,138,1465.7554447933971,9.265373728821176e-05
1342,1364,41.26376317463178,138,1484.359345451933,8.667037003703375e-05
1342,1427,34.0776866691168,138,1847.3627017866827,7.157674158604663e-05
1342,1508,38.71494485385197,138,2117.487565783898,8.131683439162354e-05
1342,1860,25.340950729240642,138,2841.846681108418,5.322610949220887e-05
1345,1344,26.047955069626894,138,1611.3413127382819,5.471110075536e-05
1345,2180,48.59799011593486,138,2599.6229056890834,0.00010207517352643323
